GVKEY,LPERMNO,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,aqc,at,capx,ceq,che,csho,dlc,dltt,dv,emp,ppent,sale,sppe,xrd,costat,prcc_f,conml,gsector,sic,state
028473,14975,55055,2020/08/31,2020,INDL,C,D,STD,NMS,670734102,NUVEEN MINNESOTA QUAL MUN,USD,,,,,,5.7820,,,,,,,,,A,14.9900,Nuveen Minnesota Quality Municipal Income Fund,,6726,IL
028485,81208,13517,2020/12/31,2020,INDL,C,D,STD,CIGI,194693107,COLLIERS INTL GROUP INC,USD,205.6080,3292.1670,124.7350,586.1090,177.5330,40.0490,305.9650,946.5080,3.9920,,417.3550,2786.8570,178.6040,,A,89.1300,Colliers International Group Inc,60,6531,ON
028499,16343,55716,2020/12/31,2020,INDL,C,D,STD,YUMC,98850P109,YUM CHINA HOLDINGS INC,USD,288.0000,10875.0000,419.0000,6206.0000,4263.0000,420.0000,0.0000,1943.0000,95.0000,,3929.0000,8263.0000,0.0000,,A,57.0900,Yum China Holdings Inc,25,5812,
028605,79447,29921,2020/12/31,2020,INDL,C,D,STD,MSD,61744H105,MORGAN STAN EMG MKT DEBT FD,USD,,,,,,20.3870,,,,,,,,,A,9.2600,Morgan Stanley Emerging Markets Debt Fund Inc.,,6726,NY
028620,79382,12289,2020/12/31,2020,INDL,C,D,STD,PFC,74052F108,PREMIER FINANCIAL CORP,USD,,7211.7340,,982.2760,159.2660,37.2910,0.0000,84.8600,,,,318.6300,,,A,23.0000,Premier Financial Corp,40,6035,OH
028629,79452,29911,2020/12/31,2020,INDL,C,D,STD,CPT,133131102,CAMDEN PROPERTY TRUST,USD,,7198.9520,,3444.9050,424.5330,106.8490,0.0000,3166.6250,,,,1074.7120,,0.0000,A,99.9200,Camden Property Trust,60,6798,TX
028643,79457,29919,2020/12/31,2020,INDL,C,D,STD,MHE,09258E109,BLACKROCK MASS TAX-EXEMPT TR,USD,,,,,,2.3710,,,,,,,,,A,13.4400,BlackRock Massachusetts Tax-Exempt Trust,,6726,DE
028733,79547,29940,2020/12/31,2020,INDL,C,D,STD,EQR,29476L107,EQUITY RESIDENTIAL,USD,,20286.8910,,10488.3710,42.5910,372.3020,,8373.3860,,,,2574.3560,,,A,59.2800,Equity Residential,60,6798,IL
028742,79545,29936,2020/12/31,2020,INDL,C,D,STD,BWA,099724106,BORGWARNER INC,USD,449.0000,16034.0000,501.0000,6457.0000,1650.0000,,49.0000,3738.0000,146.0000,50.0000,4591.0000,10165.0000,,,A,38.6400,BorgWarner Inc,25,3714,MI
028787,15724,55428,2020/06/30,2020,INDL,C,D,STD,PFGC,71377A103,PERFORMANCE FOOD GROUP CO,USD,1989.0000,7719.7000,158.0000,2010.6000,420.7000,131.3000,332.7000,2797.4000,0.0000,20.0000,1920.2000,25086.3000,1.0000,0.0000,A,29.1400,Performance Food Group Co,30,5140,VA
028800,79561,29947,2020/12/31,2020,INDL,C,D,STD,PCM,69323T101,PCM FUND INC,USD,,,,,,11.6280,,,,,,,,,A,10.7300,PCM Fund Inc,,6726,CA
028806,80069,12204,2020/09/30,2020,INDL,C,D,STD,ARWR,04280A100,ARROWHEAD PHARMACEUTICALS,USD,0.0000,522.5030,11.9520,461.7790,315.4910,102.3760,1.0950,20.0430,0.0000,0.2320,47.0180,87.9920,0.0000,128.8750,A,43.0600,Arrowhead Pharmaceuticals Inc,35,2836,CA
028854,79646,29959,2020/12/31,2020,INDL,C,D,STD,RFI,19247R103,COHEN & STEERS TOT RET RLTY,USD,,,,,,26.2050,,,,,,,,,A,13.2700,Cohen & Steers Total Return Realty Fund Inc.,,6726,NY
028866,79571,12412,2020/09/30,2020,INDL,C,D,STD,CASH,59100U108,META FINANCIAL GROUP INC,USD,0.0000,6092.0740,65.9030,843.7050,427.3670,34.3610,5.4420,119.8550,7.1000,1.0150,273.3720,513.3600,17.4220,,A,19.2200,Meta Financial Grp Inc,40,6035,SD
028940,79668,29956,2020/12/31,2020,INDL,C,D,STD,BDC,077454106,BELDEN INC,USD,-0.5900,3139.7340,90.2150,750.5810,501.9940,44.5950,,1620.1240,9.0290,,423.4070,1862.7160,,107.2960,A,41.9000,Belden Inc,45,3670,MO
029004,16543,55836,2020/09/30,2020,INDL,C,D,STD,VREX,92214X106,VAREX IMAGING CORP,USD,1.6000,1139.5000,23.5000,451.7000,100.6000,39.0590,8.8000,476.3000,0.0000,2.0000,172.9000,738.3000,0.0000,81.7000,A,12.7200,Varex Imaging Corp,35,3844,UT
029006,79756,30016,2020/10/31,2020,INDL,C,D,STD,VKI,46132E103,INVESCO ADV MUNI INCM TR II,USD,,,,,,44.3920,,,,,,,,,A,10.6800,Invesco Advantage Municipal Income Trust II,,6726,GA
029028,87055,7882,2020/08/31,2020,INDL,C,D,STD,COST,22160K105,COSTCO WHOLESALE CORP,USD,1163.0000,55556.0000,2810.0000,18284.0000,13305.0000,441.2550,357.0000,10729.0000,1479.0000,273.0000,25187.0000,166761.0000,0.0000,0.0000,A,347.6600,Costco Wholesale Corp,30,5399,WA
029086,79702,12516,2020/06/30,2020,INDL,C,D,STD,PTN,696077403,PALATIN TECHNOLOGIES INC,USD,0.0000,85.0540,0.0630,80.1730,82.8520,229.2580,0.3130,0.9530,0.0000,0.0200,1.4060,0.1180,0.0000,13.9590,A,0.5120,Palatin Technologies Inc.,35,2836,NJ
029099,79782,30011,2020/12/31,2020,INDL,C,D,STD,REG,758849103,REGENCY CENTERS CORP,USD,,10936.9040,,5984.9120,378.4500,170.4450,0.0000,4143.4740,,,,1051.9440,,0.0000,A,45.5900,Regency Centers Corp.,60,6798,FL
029127,79906,30033,2020/12/31,2020,INDL,C,D,STD,INCY,45337C102,INCYTE CORP,USD,0.0000,3560.9180,187.3790,2611.2680,1801.3770,219.4890,14.9580,46.7610,0.0000,1.7730,588.0760,2666.7020,0.0000,2215.9420,A,86.9800,Incyte Corp,35,2836,DE
029191,16525,55822,2020/12/31,2020,INDL,C,D,STD,ICHR,G4740B105,ICHOR HOLDINGS LTD,USD,5.0350,774.1720,10.3010,411.6890,252.8990,27.9070,13.8780,196.7940,0.0000,,51.8990,914.2360,0.7390,13.3610,A,30.1450,Ichor Holdings Ltd,45,3559,CA
029206,79841,12577,2020/12/31,2020,INDL,C,D,STD,FWRD,349853101,FORWARD AIR CORP,USD,63.6510,1047.7680,20.2680,547.3290,40.2540,27.3000,45.4810,197.7540,20.8680,,313.2050,1269.5730,2.4130,,A,76.8400,Forward Air Corp,20,4210,TN
029210,79914,30043,2020/10/31,2020,INDL,C,D,STD,MZA,09254K109,BLACKROCK MNIYLD ARIZ FD INC,USD,,,,,,4.6370,,,,,,,,,A,14.8000,BlackRock MuniYield Arizona Fund Inc,,6726,DE
029211,80223,12848,2020/12/31,2020,INDL,C,D,STD,BPFH,101119105,BOSTON PRIVATE FINL HOLDINGS,USD,,10048.7330,,868.0080,1055.5880,82.3340,53.4720,333.3610,,,141.9460,367.5890,,,A,8.4500,Boston Private Financial Holdings Inc,40,6020,MA
029217,79866,12574,2020/08/31,2020,INDL,C,D,STD,SCHN,806882106,SCHNITZER STEEL INDS  -CL A,USD,0.0000,1229.9270,82.0050,676.7070,17.8870,27.0990,21.9440,227.2360,20.8840,3.0320,627.5880,1712.3430,,,A,19.7400,Schnitzer Steel Industries Inc,15,5093,OR
029219,79918,30047,2020/09/30,2020,INDL,C,D,STD,HIO,95766K109,WESTERN ASST HI INCM OPP FND,USD,,,,,,127.9500,,,,,,,,,A,4.9000,Western Asset High Income Opportunity Fund Inc,,6726,NY
029241,79879,12583,2020/06/30,2020,INDL,C,D,STD,VIAV,925550105,VIAVI SOLUTIONS INC,USD,2.5000,1776.3000,31.9000,711.4000,544.0000,228.0000,14.6000,645.2000,0.0000,3.6000,213.0000,1136.3000,,193.6000,A,12.7400,Viavi Solutions Inc,45,3576,CA
029282,79859,12608,2020/12/31,2020,INDL,C,D,STD,NYCB,649445103,NEW YORK CMNTY BANCORP INC,USD,,56306.1200,,6338.8040,1947.9310,463.9020,15427.6610,922.7290,,,554.3110,1769.0730,,,A,10.5500,New York Community Bancorp Inc.,40,6036,NY
029300,79885,12618,2020/06/30,2020,INDL,C,D,STD,WVFC,929358109,WVS FINANCIAL CORP,USD,0.0000,357.1010,0.2660,36.9130,4.3400,1.7460,131.1590,35.0000,0.7070,0.0320,0.5740,10.8470,0.0000,,A,13.2000,WVS Financial Corp.,40,6036,PA
029389,80100,30086,2020/12/31,2020,INDL,C,D,STD,SPG,828806109,SIMON PROPERTY GROUP INC,USD,,34786.8460,,2997.3810,1011.6130,328.5010,0.0000,27238.8530,,,,4822.7730,,0.0000,A,85.2800,Simon Property Group Inc.,60,6798,IN
029399,16494,55803,2020/12/31,2020,INDL,C,D,STD,RA,112830104,BROOKFIELD REAL ASTS INCM FD,USD,,,,,,43.8900,,,,,,,,,A,17.8300,Brookfield Real Assets Income Fund Inc,,6726,NY
029412,80008,12685,2020/12/31,2020,INDL,C,D,STD,RMT,780915104,ROYCE MICRO-CAP TRUST INC,USD,,,,,,43.0990,,,,,,,,,A,10.1200,Royce Micro Cap Trust Inc,,6726,NY
029508,16676,55919,2020/06/30,2020,INDL,C,D,STD,PCSB,69324R104,PCSB FINANCIAL CORP,USD,0.0000,1791.9290,0.7000,273.7130,136.3020,15.7830,40.1310,77.1560,2.5710,0.1750,20.8530,64.9790,,,A,12.6800,PCSB Financial Corp,40,6020,NY
029558,16795,55992,2020/08/31,2020,INDL,C,D,STD,PIXY,82452L203,SHIFTPIXY INC,USD,0.0000,17.4200,0.2350,-0.0300,4.3030,16.9020,0.0000,0.0000,0.0000,3.1460,0.5750,8.6420,,4.2000,A,4.3000,ShiftPixy Inc,20,7361,FL
029573,16514,55815,2020/12/31,2020,INDL,C,D,STD,FIV,33740K101,FIRST TRUST SR FLTG RT 2022,USD,,,,,,35.8320,,,,,,,,,A,8.9900,First Trust Senior Floating Rate 2022 Target Term Fund,,6722,IL
029609,80167,12569,2020/06/30,2020,INDL,C,D,STD,HAIN,405217100,HAIN CELESTIAL GROUP INC,USD,0.0000,2188.4520,60.8930,1443.5540,37.7710,101.8850,13.9940,364.0800,0.0000,4.2870,377.4210,2053.9030,,11.6530,A,31.5100,Hain Celestial Group Inc (The),30,2000,NY
029621,80114,12793,2020/07/31,2020,INDL,C,D,STD,STCN,858098106,STEEL CONNECT INC,USD,0.0000,759.1720,12.0700,48.8180,75.8870,62.7880,19.8450,416.7330,2.1350,3.4810,135.8180,782.8130,0.0210,,A,0.5300,Steel Connect Inc,45,7374,MA
029636,16536,55831,2020/06/30,2020,INDL,C,D,STD,VVPR,G9376R100,VIVOPOWER INTERNATIONAL PLC,USD,0.0000,62.3800,1.1610,17.7060,3.8370,13.5570,1.3120,24.6420,0.0000,0.2040,2.4860,48.7100,1.4550,,A,1.3199,VivioPower International Plc,55,3621,
029649,80183,30104,2020/12/31,2020,INDL,C,D,STD,MAA,59522J103,MID-AMERICA APT CMNTYS INC,USD,,11194.7910,,5871.6240,35.6150,114.3740,0.0000,4562.7120,,,,1688.7060,,0.0000,A,126.6900,Mid-America Apartment Communities Inc,60,6798,TN
029722,80236,12846,2020/12/31,2020,INDL,C,D,STD,DSPG,23332B106,DSP GROUP INC,USD,,216.5280,,156.2380,67.8950,23.5950,3.0040,10.1000,,,17.7310,114.4800,,35.5110,A,16.5900,DSP Group Inc,45,3663,CA
029724,80200,30256,2020/12/31,2020,INDL,C,D,STD,IFN,454089103,INDIA FUND INC,USD,,,,,,26.9050,,,,,,,,,A,19.9600,India Fund Inc. (The),,6726,
029736,80286,12863,2020/12/31,2020,INDL,C,D,STD,TSCO,892356106,TRACTOR SUPPLY CO,USD,0.0000,7049.1160,294.0020,1923.8400,1341.7560,116.4970,303.2500,3238.3240,174.6560,,3672.8410,10620.3520,1.7920,0.0000,A,140.5800,Tractor Supply Co,25,5200,TN
029744,80206,30262,2020/12/31,2020,INDL,C,D,STD,IIF,61745C105,MORGAN STAN INDIA INVT FUND,USD,,,,,,13.3170,,,,,,,,,A,21.2100,Morgan Stanley India Investment Fund Inc.,,6726,NY
029755,80193,30251,2020/09/30,2020,INDL,C,D,STD,BZH,07556Q881,BEAZER HOMES USA INC,USD,0.0000,2007.4800,10.6420,593.1710,342.5280,31.0120,50.0000,1096.1340,0.0000,1.0630,35.3830,2127.0770,0.4780,,A,13.2000,Beazer Homes USA Inc.,25,1531,GA
029830,21186,21913,2020/09/30,2020,INDL,C,D,STD,WRK,96145D105,WESTROCK CO,USD,0.0000,28779.7000,978.1000,10630.6000,251.1000,260.4000,395.6000,9753.5000,344.5000,49.3000,11437.5000,17578.8000,35.0000,,A,34.7400,WestRock Company,15,2650,GA
029901,80320,12926,2020/07/31,2020,INDL,C,D,STD,CPRT,217204106,COPART INC,USD,11.7020,3455.2610,591.9720,2489.5160,477.7180,235.3150,25.5720,492.6200,0.0000,7.6000,2060.1740,2205.5830,2.4660,0.0000,A,93.2500,Copart Inc,20,5010,TX
029910,80362,12933,2020/06/30,2020,INDL,C,D,STD,SCSC,806037107,SCANSOURCE INC,USD,48.9210,1692.0940,6.3870,678.2460,32.0850,25.3610,12.3150,231.6490,0.0000,2.2000,79.2220,3047.7340,0.0000,0.0000,A,24.0900,ScanSource Inc,45,5045,SC
029912,80401,30364,2020/06/30,2020,INDL,C,D,STD,RCS,72200X104,PIMCO STRATEGIC INCOME FUND,USD,,,,,,43.8370,,,,,,,,,A,6.3700,PIMCO Strategic Income Fund,,6726,CA
029946,80336,12951,2020/12/31,2020,INDL,C,D,STD,LARK,51504L107,LANDMARK BANCORP INC/KS,USD,,1188.0270,,126.6720,84.8180,4.7510,0.0000,28.0220,,,20.4930,66.6110,,,A,22.8500,Landmark Bancorp Inc,40,6020,KS
029962,93397,53423,2020/10/31,2020,INDL,C,D,STD,LMNR,532746104,LIMONEIRA CO,USD,0.0000,389.6000,10.5990,182.0190,0.5010,17.6070,4.2360,124.1810,5.8570,0.2990,266.3380,164.5590,6.2610,,A,13.8300,Limoneira Co,30,0100,CA
029984,85592,32135,2020/12/31,2020,INDL,C,D,STD,PLD,74340W103,PROLOGIS INC,USD,1694.7950,56065.0050,0.0000,31907.5990,598.0860,739.3810,376.0610,16959.9870,1722.9890,1.9450,,4737.1490,0.0000,0.0000,A,99.6600,Prologis Inc,60,6798,CA
029991,16558,55843,2020/12/31,2020,INDL,C,D,STD,JPT,67075T105,NUVEEN PFD INCM 2022 TERM FD,USD,,,,,,6.8310,,,,,,,,,A,24.3450,Nuveen Preferred and Income 2022 Term Fund,,6726,IL
030024,79996,12746,2020/12/31,2020,INDL,C,D,STD,TIGO,L6388F110,MILLICOM INTL CELLULAR SA,USD,-10.0000,12422.0000,622.0000,2059.0000,1234.0000,101.2130,265.0000,6677.0000,0.0000,21.0000,3649.0000,4171.0000,9.0000,0.0000,A,38.7800,Millicom International Cellular SA,50,4812,
030030,80276,12865,2020/12/31,2020,INDL,C,D,STD,SILC,M84116108,SILICOM LTD,USD,,195.8870,,154.8370,60.7930,7.3520,1.8130,8.2820,,,14.0230,107.3980,,17.2440,A,41.8500,Silicom Ltd,45,3576,
030055,80478,12994,2020/06/30,2020,INDL,C,D,STD,SMBC,843380106,SOUTHERN MISSOURI BANCP INC,USD,9.0800,2542.1570,4.3040,258.3470,55.2190,9.1270,12.4670,74.6640,5.5130,0.4920,67.0710,122.0740,0.3490,,A,24.3000,Southern Missouri Bancorp Inc,40,6036,MO
030091,16595,55867,2020/12/31,2020,INDL,C,D,STD,SNAP,83304A106,SNAP INC,USD,168.8500,5024.2380,57.8320,2329.9760,2537.5400,1503.3330,41.0770,1962.4610,0.0000,3.8630,448.4370,2506.6260,0.0000,1101.5610,A,50.0700,Snap Inc,50,7370,CA
030222,80498,13092,2020/12/31,2020,INDL,C,D,STD,ABCB,03076K108,AMERIS BANCORP,USD,,20438.6380,,2647.0880,2117.5550,69.5410,11.6410,549.5000,,2.6710,222.8900,1172.0550,,,A,38.0700,Ameris Bancorp,40,6020,GA
030232,80520,13093,2020/06/30,2020,INDL,C,D,STD,CUBA,42804T106,HERZFELD CARIBBEAN BASIN FD,USD,,,,,,6.1340,,,,,,,,,A,3.7000,Herzfeld Caribbean Basin Fund Inc (The),,6726,FL
030284,17221,56210,2020/12/31,2020,INDL,C,D,STD,LBRT,53115L104,LIBERTY OILFIELD SVS,USD,,1889.9420,,,68.9780,85.8660,44.4250,167.1590,,,1235.5610,965.7870,,,A,10.3100,Liberty Oilfield Services Inc,10,1389,CO
030384,80683,30423,2020/12/31,2020,INDL,C,D,STD,FR,32054K103,FIRST INDL REALTY TRUST INC,USD,,3791.9380,,1902.7340,199.6580,129.0510,0.0000,1617.4670,,,,445.7280,,0.0000,A,42.1300,First Industrial Realty Trust Inc.,60,6798,IL
030395,16576,55855,2020/12/31,2020,INDL,C,D,STD,BGIO,09258P104,BLACKROCK 2022 GLB IM OY TST,USD,,,,,,22.1470,,,,,,,,,A,9.0400,BlackRock 2022 Global Income Opportunity Trust,,6722,DE
030463,80719,30446,2020/08/31,2020,INDL,C,D,STD,GBX,393657101,GREENBRIER COS INC (THE),USD,0.0000,3173.8340,66.8790,1293.0430,842.0870,32.7010,383.9010,836.2220,35.1730,10.6000,1124.3550,2792.1890,,5.8000,A,27.1900,Greenbrier Cos Inc (The),20,3743,OR
030477,80759,13210,2020/09/30,2020,INDL,C,D,STD,MATW,577128101,MATTHEWS INTL CORP  -CL A,USD,1.0000,2072.6330,34.8490,610.8070,41.3340,31.8320,50.7660,857.0070,26.4370,11.0000,308.7990,1498.3060,,22.2890,A,22.3600,Matthews International Corp,20,2790,PA
030576,80791,13252,2020/12/31,2020,INDL,C,D,STD,ADTN,00738A106,ADTRAN INC,USD,0.0000,518.9370,6.4130,372.9440,63.3100,47.9560,0.0000,,17.3340,,,506.5100,0.0020,113.2870,A,14.7700,ADTRAN Inc,45,3661,AL
030662,80924,13304,2020/12/31,2020,INDL,C,D,STD,SIRI,82968B103,SIRIUS XM HOLDINGS INC,USD,300.0000,10333.0000,350.0000,-2285.0000,71.0000,4173.0000,49.0000,8918.0000,237.0000,5.7260,2056.0000,8040.0000,0.0000,220.0000,A,6.3700,Sirius XM Holdings Inc,50,4832,NY
030664,18344,56620,2020/07/31,2020,INDL,C,D,STD,HEXO,428304307,HEXO CORP,CAD,0.0000,692.8690,109.0400,553.2970,192.4340,482.4660,34.7020,53.3130,0.0000,0.7980,285.3660,80.7840,10.9660,4.6390,A,0.9100,Hexo Corp,35,2834,ON
030683,80866,30476,2020/12/31,2020,INDL,C,D,STD,TDF,88018T101,TEMPLETON DRAGON FUND INC,USD,,,,,,33.8040,,,,,,,,,A,23.3600,Templeton Dragon Fund Inc,,6726,
030771,81035,30492,2020/12/31,2020,INDL,C,D,STD,GGT,36239Q109,GABELLI MULTIMEDIA TRUST INC,USD,,,,,,26.8990,,,,,,,,,A,7.9600,Gabelli Multimedia Trust Inc (The),,6726,NY
030861,12473,53620,2020/12/31,2020,INDL,C,D,STD,KNX,499049104,KNIGHT-SWIFT TRPTN HLDGS INC,USD,,8468.0020,,5869.8480,205.0280,166.5000,313.9970,717.0020,,,3105.9480,4673.8630,,,A,41.8200,Knight-Swift Transportation Holdings Inc,20,4213,AZ
030870,80957,13398,2020/06/30,2020,INDL,C,D,STD,AZPN,045327103,ASPEN TECHNOLOGY INC,USD,74.4600,1223.3060,1.2780,466.3530,287.7960,67.7190,141.9870,325.4570,0.0000,1.7100,40.8680,598.7170,0.0000,92.2300,A,103.6100,Aspen Technology Inc,45,7372,MA
030932,81095,13413,2020/12/31,2020,INDL,C,D,STD,NWBI,667340103,NORTHWEST BANCSHARES INC,USD,,13806.2680,,1538.7030,736.2770,127.0190,137.6610,274.1770,,,161.5380,566.3330,,,A,12.7400,Northwest Bancshares Inc,40,6035,PA
030990,81055,30513,2020/12/31,2020,INDL,C,D,STD,COF,14040H105,CAPITAL ONE FINANCIAL CORP,USD,,421602.0000,,60204.0000,40771.0000,459.0000,668.0000,39871.0000,,52.0000,4287.0000,31607.0000,,,A,98.8500,Capital One Financial Corp.,40,6141,VA
031170,81184,13466,2020/12/31,2020,INDL,C,D,STD,USAP,913837100,UNVL STAINLESS & ALLOY PRODS,USD,0.0000,303.0460,9.1570,225.6800,0.1640,8.8300,16.7130,33.4710,0.0000,,164.9830,179.7310,0.0000,,A,7.4800,Universal Stainless & Alloy Products Inc,15,3312,PA
031306,80784,30462,2020/12/31,2020,INDL,C,D,STD,BTO,409735206,HANCOCK (JOHN) FINL OPPTY FD,USD,,,,,,18.7510,,,,,,,,,A,30.3500,Hancock (John) Financial Opportunities Fund,,6726,MA
031317,16739,55957,2020/08/31,2020,INDL,C,D,STD,BEDU,109199109,BRIGHT SCHOLAR EDU-ADR,USD,-0.7560,1580.4290,21.8690,399.7950,647.7830,119.4890,167.6870,569.1650,26.9030,11.4990,444.0900,497.2250,0.2250,,A,7.7600,Bright Scholar Education Holdings Ltd,25,8200,
031368,88865,41159,2020/12/31,2020,INDL,C,D,STD,HAFC,410495204,HANMI FINANCIAL CORP,USD,,6201.8880,,577.0440,391.8490,30.7180,0.0000,268.9720,,,,266.9700,,,A,11.3400,Hanmi Financial Corp,40,6020,CA
031453,81220,13521,2020/12/31,2020,INDL,C,D,STD,NSIT,45765U103,INSIGHT ENTERPRISES INC,USD,6.4050,4310.7330,24.1840,1342.4300,128.3130,35.0900,356.9300,437.5810,0.0000,,,8340.5790,,0.0000,A,76.0900,Insight Enterprises Inc,45,5045,AZ
031477,81241,13539,2020/09/30,2020,INDL,C,D,STD,BRKS,114340102,BROOKS AUTOMATION INC,USD,15.7440,1559.1250,39.9240,1213.6140,299.2830,73.8320,8.9770,81.7910,29.5130,3.1590,156.7360,897.2730,0.0000,59.0630,A,46.2600,Brooks Automation Inc,45,3559,MA
031494,16710,55941,2020/08/31,2020,INDL,C,D,STD,SGH,G8232Y101,SMART GLOBAL HOLDINGS INC,USD,0.0000,786.6080,32.4450,282.1040,150.8110,24.4190,5.3040,216.4020,0.0000,1.7540,79.7180,1122.3770,0.4040,52.0560,A,25.2000,SMART Global Holdings Inc,45,3674,CA
031521,81254,12949,2020/09/30,2020,INDL,C,D,STD,SNEX,861896108,STONEX GROUP INC,USD,225.0000,13474.9000,16.6000,767.5000,4569.0000,19.3770,3841.5000,902.3000,0.0000,2.9500,163.6000,54139.6000,0.0000,,A,51.1600,Stonex Group Inc,40,6200,NY
031567,81278,13585,2020/06/30,2020,INDL,C,D,STD,STRT,863111100,STRATTEC SECURITY CORP,USD,0.0000,265.5450,12.3810,152.2220,11.7740,3.7500,0.3540,38.3990,1.5720,3.8310,108.9010,385.3000,0.0320,9.8000,A,15.9400,Strattec Security Corp,25,3714,WI
031607,81501,13617,2020/12/31,2020,INDL,C,D,STD,NATI,636518102,NATIONAL INSTRUMENTS CORP,USD,334.9810,1891.5150,49.6520,1224.8720,320.1550,131.2460,20.8010,127.8900,136.5450,,322.0730,1286.6710,,280.3810,A,43.9400,National Instruments Corp,45,7372,TX
031673,81540,13650,2020/09/30,2020,INDL,C,D,STD,ABC,03073E105,AMERISOURCEBERGEN CORP,USD,,44274.8300,369.6770,-1018.9240,4597.7460,204.2260,593.8460,4003.7680,343.5780,22.0000,1928.3300,189893.9260,36.3640,0.0000,A,96.9200,AmerisourceBergen Corp,35,5122,PA
031717,81127,30828,2020/06/30,2020,INDL,C,D,STD,IRS,450047204,IRSA INVERSIONES Y REPSTN SA,USD,0.0000,8902.3060,70.0170,810.8460,1646.5030,57.6060,1181.0620,4417.0100,0.0000,20.6660,817.4040,1359.6610,75.4540,,A,3.0300,Irsa Inversiones Y Representaciones Sa,60,6512,
031718,90470,45993,2020/12/31,2020,INDL,C,D,STD,ATLO,031001100,AMES NATIONAL CORP,USD,,1975.6480,,209.4870,191.5230,9.1230,37.2930,3.0000,,,17.3400,73.5610,,,A,24.0200,Ames National Corp,40,6020,IA
031764,87476,17669,2020/12/31,2020,INDL,C,D,STD,BMRC,063425102,BANK OF MARIN BANCORP,USD,,2911.9260,,358.2530,200.3200,13.5000,0.0000,29.8970,,,30.5310,108.1880,,,A,34.3400,Bank of Marin Bancorp,40,6020,CA
031774,16816,56000,2020/12/31,2020,INDL,C,D,STD,BHF,10922N103,BRIGHTHOUSE FINANL INC,USD,,247869.0000,,18023.0000,7350.0000,88.2120,0.0000,3436.0000,,,0.0000,8503.0000,,,A,36.2050,Brighthouse Financial Inc,40,6311,NC
031887,81736,13753,2020/06/30,2020,INDL,C,D,STD,RMD,761152107,RESMED INC,USD,27.9100,4587.3760,95.3300,2497.0270,463.1560,144.8870,33.2500,1266.0130,225.0930,7.7700,535.6830,2957.0130,0.0000,201.9460,A,192.0000,Resmed Inc,35,3845,CA
031958,16770,55975,2020/12/31,2020,INDL,C,D,STD,SAFE,78645L100,SAFEHOLD INC,USD,,3208.9700,,1379.1230,96.4670,51.1700,0.0000,1684.7260,,,0.0000,158.7310,,,A,72.4900,Safehold Inc,60,6798,NY
032050,16754,55966,2020/12/31,2020,INDL,C,D,STD,CBH,92838R105,VIRTUS ALLIANZGI CONV INC FD,USD,,,,,,18.2590,,,,,,,,,A,9.9900,Virtus AllianzGI Convertible & Income 2024 Target Term Fund,,6722,NY
032098,16895,56007,2020/10/31,2020,INDL,C,D,STD,BBCP,206704108,CONCRETE PUMPING HOLDINGS,USD,0.0000,773.7580,39.3390,274.1410,6.7360,56.4640,22.7260,344.2860,0.0000,1.3000,304.2540,304.3010,3.4860,,A,3.2300,Concrete Pumping Holdings Inc,20,1700,CO
032106,75034,20253,2020/12/31,2020,INDL,C,D,STD,BKR,05722G100,BAKER HUGHES CO,USD,0.0000,38030.0000,787.0000,18242.0000,4132.0000,684.7750,889.0000,6744.0000,488.0000,,5358.0000,20705.0000,,,A,20.8500,Baker Hughes a GE Co,10,1389,TX
032250,16841,56020,2020/12/31,2020,INDL,C,D,STD,EFL,27831H100,EATON VANCE FLTNG RATE 2022,USD,,,,,,23.6220,,,,,,,,,A,8.8900,Eaton Vance Floating-Rate 2022 Target Term Trust,,6726,MA
032383,16924,56059,2020/12/31,2020,INDL,C,D,STD,DCPH,24344T101,DECIPHERA PHRMCTAL INC,USD,0.0000,642.4320,5.3160,543.6760,551.9300,57.5960,2.4570,28.7640,0.0000,0.3500,45.9240,42.0870,0.0070,198.9700,A,57.0700,Deciphera Pharmaceuticals Inc,35,2836,MA
032478,17031,56114,2020/12/31,2020,INDL,C,D,STD,XFLT,98400T106,XAI OCTAGON FLOATNG RATE ALT,USD,,,,,,13.5940,,,,,,,,,A,7.5000,XAI Octagon Floating Rate Alternative Income Term Trust,,6726,IL
032502,16921,56057,2020/12/31,2020,INDL,C,D,STD,ANGI,00183L102,ANGI HOMESERVICES INC,USD,2.2640,2368.1820,52.4880,1272.2900,862.7000,500.2000,0.0000,712.2770,0.0000,,,1467.9250,0.0200,68.8030,A,13.1950,Angi Homeservices Inc,50,7370,CO
032541,16967,56085,2020/12/31,2020,INDL,C,D,STD,CARG,141788109,CARGURUS INC,USD,21.0560,502.2980,7.5310,373.5860,290.5490,113.3870,11.0850,58.8100,0.0000,0.8270,88.3180,551.4510,0.0000,85.7260,A,31.7300,CarGurus Inc,50,7370,MA
032610,17035,56118,2020/09/30,2020,INDL,C,D,STD,AQUA,30057T105,EVOQUA WATER TECH,USD,13.1080,1844.4580,88.4560,480.1440,193.0010,117.2910,38.4680,925.7610,0.0000,4.0200,410.4260,1429.4560,1.1910,13.1980,A,21.2200,Evoqua Water Technologies Corp,20,3580,PA
